Make,Model,Variant,Fuel Type,Transmission,Colors Available,City,Ex-Showroom Price (INR),Channel/Segment
Maruti Suzuki,Grand Vitara,Alpha 1.5 Hybrid AT,Hybrid,eCVT,"Arctic White, Grandeur Grey, Splendid Silver, Nexa Blue, Chestnut Brown, Celestial Blue, Dual Tone",Delhi,1700000,Nexa
Maruti Suzuki,Grand Vitara,Alpha+ 1.5 Hybrid AT DT,Hybrid,eCVT,"Dual Tone options",Delhi,1977000,Nexa
Maruti Suzuki,Invicto,Zeta,Hybrid,eCVT,"Nexa Blue, Arctic White, Grandeur Grey, Mystic White",Delhi,2497000,Nexa
Maruti Suzuki,Invicto,Zeta+,Hybrid,eCVT,"Nexa Blue, Arctic White, Grandeur Grey, Mystic White",Delhi,2680000,Nexa
Maruti Suzuki,Invicto,Alpha+,Hybrid,eCVT,"Nexa Blue, Arctic White, Grandeur Grey, Mystic White",Delhi,2861000,Nexa
Maruti Suzuki,Jimny,Zeta MT,Petrol,5-speed MT,"Kinetic Yellow, Sizzling Red, Granite Grey, Bluish Black, Pearl Arctic White, Nexa Blue",Delhi,1274000,Nexa
Maruti Suzuki,Jimny,Alpha MT,Petrol,5-speed MT,"Kinetic Yellow, Sizzling Red, Granite Grey, Bluish Black, Pearl Arctic White, Nexa Blue, Dual Tone",Delhi,1390000,Nexa
Maruti Suzuki,Jimny,Alpha AT,Petrol,4-speed AT,"Kinetic Yellow, Sizzling Red, Granite Grey, Bluish Black, Pearl Arctic White, Nexa Blue, Dual Tone",Delhi,1490000,Nexa
Tata,Tiago,XE,Petrol,5-speed MT,"Daytona Grey, Opal White, Pure Silver, Flame Red, Arizona Blue",Delhi,470000,Mass
Tata,Tiago,XM,Petrol,5-speed MT,"Daytona Grey, Opal White, Pure Silver, Flame Red, Arizona Blue",Delhi,530000,Mass
Tata,Tiago,XZ,Petrol,5-speed MT,"Daytona Grey, Opal White, Pure Silver, Flame Red, Arizona Blue",Delhi,590000,Mass
Tata,Tiago,XZ+,Petrol,5-speed MT,"Daytona Grey, Opal White, Pure Silver, Flame Red, Arizona Blue, Dual Tone",Delhi,640000,Mass
Tata,Tiago,XZ+ AMT,Petrol,AMT,"Daytona Grey, Opal White, Pure Silver, Flame Red, Arizona Blue, Dual Tone",Delhi,690000,Mass
Tata,Tiago,XM CNG,Petrol+CNG,5-speed MT,"Daytona Grey, Opal White, Pure Silver",Delhi,600000,Mass
Tata,Punch,Pure,Petrol,5-speed MT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze",Delhi,559000,Mass
Tata,Punch,Adventure,Petrol,5-speed MT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze",Delhi,650000,Mass
Tata,Punch,Adventure AMT,Petrol,AMT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze",Delhi,710000,Mass
Tata,Punch,Accomplished,Petrol,5-speed MT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze, Dual Tone",Delhi,780000,Mass
Tata,Punch,Accomplished+ AMT,Petrol,AMT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze, Dual Tone",Delhi,870000,Mass
Tata,Punch,Creative+ AMT,Petrol,AMT,"Tornado Blue, Daytona Grey, Orcus White, Pure Silver, Flame Red, Meteor Bronze, Dual Tone",Delhi,1000000,Mass
Tata,Punch,Adventure CNG,Petrol+CNG,5-speed MT,"Daytona Grey, Orcus White, Pure Silver",Delhi,720000,Mass
Tata,Punch,Accomplished CNG,Petrol+CNG,5-speed MT,"Daytona Grey, Orcus White, Pure Silver",Delhi,810000,Mass
Tata,Altroz,XE,Petrol,5-speed MT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue",Delhi,630000,Mass
Tata,Altroz,XM+,Petrol,5-speed MT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue",Delhi,720000,Mass
Tata,Altroz,XZ,Petrol,5-speed MT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue, Dual Tone",Delhi,810000,Mass
Tata,Altroz,XZ+ DCA,Petrol,DCA/DCT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue, Dual Tone",Delhi,920000,Mass
Tata,Altroz,XZ+ Diesel,Diesel,5-speed MT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue, Dual Tone",Delhi,950000,Mass
Tata,Altroz,XZ(O) Diesel,Diesel,5-speed MT,"Harbour Blue, Daytona Grey, Pristine White, Pure Silver, Opera Blue, Dual Tone",Delhi,1051000,Mass
Tata,Nexon,Smart,Petrol,6-speed MT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple",Delhi,740000,Mass
Tata,Nexon,Smart+,Petrol,6-speed MT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple",Delhi,830000,Mass
Tata,Nexon,Smart+ AMT,Petrol,AMT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple",Delhi,890000,Mass
Tata,Nexon,Smart+ Diesel,Diesel,6-speed MT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple",Delhi,960000,Mass
Tata,Nexon,Pure,Petrol,6-speed MT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple, Dual Tone",Delhi,940000,Mass
Tata,Nexon,Pure+ AMT,Petrol,AMT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple, Dual Tone",Delhi,1020000,Mass
Tata,Nexon,Creative Diesel AT,Diesel,6-speed AMT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple, Dual Tone",Delhi,1200000,Mass
Tata,Nexon,Fearless+ Petrol AT,Petrol,6-speed AMT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple, Dual Tone",Delhi,1300000,Mass
Tata,Nexon,Fearless+ Diesel AT,Diesel,6-speed AMT,"Daytona Grey, Pure Silver, Pristine White, Flame Red, Creative Ocean, Fearless Purple, Dual Tone",Delhi,1440000,Mass
Tata,Curvv,Smart 1.2T,Petrol Turbo,6-speed MT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver",Delhi,976000,Mass
Tata,Curvv,Pure+ 1.2T,Petrol Turbo,6-speed MT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver",Delhi,1100000,Mass
Tata,Curvv,Creative 1.2T AT,Petrol Turbo,7-speed DCT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver, Dual Tone",Delhi,1350000,Mass
Tata,Curvv,Creative+ 1.5D MT,Diesel,6-speed MT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver, Dual Tone",Delhi,1400000,Mass
Tata,Curvv,Accomplished+ 1.5D AT,Diesel,7-speed DCT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver, Dual Tone",Delhi,1700000,Mass
Tata,Curvv,Fearless+ 1.5D AT,Diesel,7-speed DCT,"Flame Red, Virtual Sunrise, Gold Essence, Pristine White, Daytona Grey, Pure Silver, Dual Tone",Delhi,1885000,Mass
Tata,Harrier,Smart Petrol MT,Petrol Turbo,6-speed MT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire",Delhi,1300000,Premium
Tata,Harrier,Pure+ Petrol MT,Petrol Turbo,6-speed MT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire",Delhi,1500000,Premium
Tata,Harrier,Adventure+ Diesel AT,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,1900000,Premium
Tata,Harrier,Fearless Diesel AT,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,2200000,Premium
Tata,Harrier,Fearless+ Diesel AT,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,2601000,Premium
Tata,Safari,Smart Diesel MT,Diesel,6-speed MT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire",Delhi,1340000,Premium
Tata,Safari,Pure+ Diesel MT,Diesel,6-speed MT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire",Delhi,1550000,Premium
Tata,Safari,Adventure+ Diesel AT,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,2000000,Premium
Tata,Safari,Accomplished+ Diesel AT,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,2400000,Premium
Tata,Safari,Accomplished+ Diesel AT 4WD,Diesel,6-speed AT,"Ash Grey, Orcus White, Daytona Grey, Coral Red, Galactic Sapphire, Dual Tone",Delhi,2676000,Premium
Mahindra,XUV 3XO,MX1 1.2 Petrol MT,Petrol,6-speed MT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue",Delhi,754000,Mass
Mahindra,XUV 3XO,MX2 1.2 Petrol MT,Petrol,6-speed MT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue",Delhi,850000,Mass
Mahindra,XUV 3XO,MX3 1.2T Petrol MT,Petrol Turbo,6-speed MT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue, Dual Tone",Delhi,1000000,Mass
Mahindra,XUV 3XO,AX5 1.2T Petrol AT,Petrol Turbo,6-speed AT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue, Dual Tone",Delhi,1150000,Mass
Mahindra,XUV 3XO,AX7 1.5D Diesel MT,Diesel,6-speed MT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue, Dual Tone",Delhi,1250000,Mass
Mahindra,XUV 3XO,AX7L 1.5D Diesel AT,Diesel,6-speed AT,"Everest White, Galaxy Grey, Tango Red, Deep Forest, Nebula Blue, Dual Tone",Delhi,1450000,Mass
Mahindra,Thar,LX 2.0 Petrol MT HT,Petrol Turbo,6-speed MT,"Everest White, Galaxy Grey, Red Rage, Napoli Black, Deep Forest",Delhi,1032000,Mass
Mahindra,Thar,LX 2.2 Diesel MT HT,Diesel,6-speed MT,"Everest White, Galaxy Grey, Red Rage, Napoli Black, Deep Forest",Delhi,1100000,Mass
Mahindra,Thar,LX 2.2 Diesel AT CT,Diesel,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Napoli Black, Deep Forest",Delhi,1350000,Mass
Mahindra,Thar,LX 2.0 Petrol AT CT 4WD,Petrol Turbo,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Napoli Black, Deep Forest",Delhi,1600000,Mass
Mahindra,Thar,LX 2.2 Diesel AT CT 4WD,Diesel,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Napoli Black, Deep Forest",Delhi,1780000,Mass
Mahindra,Thar ROXX,MX1 1.5D Diesel MT RWD,Diesel,6-speed MT,"Everest White, Stealth Black, Tango Red, Nebula Blue, Deep Forest, Burnt Sienna",Delhi,1252000,Mass
Mahindra,Thar ROXX,MX3 2.0T Petrol MT RWD,Petrol Turbo,6-speed MT,"Everest White, Stealth Black, Tango Red, Nebula Blue, Deep Forest, Burnt Sienna",Delhi,1350000,Mass
Mahindra,Thar ROXX,AX5L 2.2D Diesel AT RWD,Diesel,6-speed AT,"Everest White, Stealth Black, Tango Red, Nebula Blue, Deep Forest, Burnt Sienna, Dual Tone",Delhi,1700000,Mass
Mahindra,Thar ROXX,AX7L 2.2D Diesel AT AWD,Diesel,6-speed AT,"Everest White, Stealth Black, Tango Red, Nebula Blue, Deep Forest, Burnt Sienna, Dual Tone",Delhi,2100000,Mass
Mahindra,Thar ROXX,AX7L 2.0T Petrol AT AWD,Petrol Turbo,6-speed AT,"Everest White, Stealth Black, Tango Red, Nebula Blue, Deep Forest, Burnt Sienna, Dual Tone",Delhi,2352000,Mass
Mahindra,Scorpio N,Z2 2.0 Petrol MT,Petrol Turbo,6-speed MT,"Everest White, Napoli Black, Deep Forest, Dazzling Silver, Grand Canyon",Delhi,1369000,Mass
Mahindra,Scorpio N,Z4 2.2 Diesel MT,Diesel,6-speed MT,"Everest White, Napoli Black, Deep Forest, Dazzling Silver, Grand Canyon",Delhi,1500000,Mass
Mahindra,Scorpio N,Z6 2.2 Diesel MT,Diesel,6-speed MT,"Everest White, Napoli Black, Deep Forest, Dazzling Silver, Grand Canyon, Dual Tone",Delhi,1700000,Mass
Mahindra,Scorpio N,Z8L 2.2 Diesel AT,Diesel,6-speed AT,"Everest White, Napoli Black, Deep Forest, Dazzling Silver, Grand Canyon, Dual Tone",Delhi,2100000,Mass
Mahindra,Scorpio N,Z8L 2.2 Diesel AT 4WD,Diesel,6-speed AT,"Everest White, Napoli Black, Deep Forest, Dazzling Silver, Grand Canyon, Dual Tone",Delhi,2549000,Mass
Mahindra,XUV 7XO,MX 2.0 Petrol MT,Petrol Turbo,6-speed MT,"Everest White, Galaxy Grey, Red Rage, Midnight Black, Deep Forest",Delhi,1399000,Premium
Mahindra,XUV 7XO,AX3 2.0 Petrol MT,Petrol Turbo,6-speed MT,"Everest White, Galaxy Grey, Red Rage, Midnight Black, Deep Forest",Delhi,1550000,Premium
Mahindra,XUV 7XO,AX5 2.2 Diesel AT,Diesel,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Midnight Black, Deep Forest, Dual Tone",Delhi,1900000,Premium
Mahindra,XUV 7XO,AX7 2.2 Diesel AT,Diesel,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Midnight Black, Deep Forest, Dual Tone",Delhi,2200000,Premium
Mahindra,XUV 7XO,AX7L 2.2 Diesel AT AWD,Diesel,6-speed AT,"Everest White, Galaxy Grey, Red Rage, Midnight Black, Deep Forest, Dual Tone",Delhi,2579000,Premium
Mahindra,Bolero,B4,Diesel,5-speed MT,"Diamond White, Majestic Silver, Mist Silver",Delhi,779000,Mass
Mahindra,Bolero,B6,Diesel,5-speed MT,"Diamond White, Majestic Silver, Mist Silver, Molten Red",Delhi,880000,Mass
Mahindra,Bolero,B6(O),Diesel,5-speed MT,"Diamond White, Majestic Silver, Mist Silver, Molten Red",Delhi,970000,Mass
Mahindra,Bolero Neo,N4,Diesel,5-speed MT,"Diamond White, Napoli Black, Majestic Silver, Red Rage",Delhi,900000,Mass
Mahindra,Bolero Neo,N8,Diesel,5-speed MT,"Diamond White, Napoli Black, Majestic Silver, Red Rage",Delhi,1000000,Mass
Mahindra,Bolero Neo,N10,Diesel,5-speed MT,"Diamond White, Napoli Black, Majestic Silver, Red Rage",Delhi,1050000,Mass
Mahindra,Bolero Neo,N10(O),Diesel,5-speed MT,"Diamond White, Napoli Black, Majestic Silver, Red Rage",Delhi,1100000,Mass
Mahindra,Scorpio Classic,S,Diesel,5-speed MT,"Diamond White, Napoli Black, Dsat Silver",Delhi,1110000,Mass
Mahindra,Scorpio Classic,S11,Diesel,6-speed MT,"Diamond White, Napoli Black, Dsat Silver, Red Rage",Delhi,1380000,Mass
Toyota,Glanza,E MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue",Delhi,673000,Mass
Toyota,Glanza,S MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue",Delhi,750000,Mass
Toyota,Glanza,S AMT,Petrol,AMT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue",Delhi,800000,Mass
Toyota,Glanza,G MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue",Delhi,860000,Mass
Toyota,Glanza,G AMT,Petrol,AMT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Dual Tone",Delhi,910000,Mass
Toyota,Glanza,V AMT,Petrol,AMT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Dual Tone",Delhi,999000,Mass
Toyota,Taisor,E MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Sunny Brown",Delhi,743000,Mass
Toyota,Taisor,S MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Sunny Brown",Delhi,850000,Mass
Toyota,Taisor,S+ AMT,Petrol,AMT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Sunny Brown",Delhi,930000,Mass
Toyota,Taisor,G Turbo AT,Petrol Turbo,6-speed AT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Sunny Brown, Dual Tone",Delhi,1050000,Mass
Toyota,Taisor,V Turbo AT,Petrol Turbo,6-speed AT,"Cafe White, Gaming Grey, Sporting Red, Avenue White, Insta Blue, Sunny Brown, Dual Tone",Delhi,1200000,Mass
Toyota,Taisor,V+ Turbo AT,Petrol Turbo,6-speed AT,"Dual Tone options",Delhi,1294000,Mass
Toyota,Urban Cruiser Hyryder,E MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Enticing Silver, Avenue White, Midnight Black, Sporty Khaki",Delhi,1131000,Mass
Toyota,Urban Cruiser Hyryder,S MT,Petrol,5-speed MT,"Cafe White, Gaming Grey, Enticing Silver, Avenue White, Midnight Black, Sporty Khaki",Delhi,1250000,Mass
Toyota,Urban Cruiser Hyryder,G AT,Petrol,6-speed AT,"Cafe White, Gaming Grey, Enticing Silver, Avenue White, Midnight Black, Sporty Khaki",Delhi,1450000,Mass
Toyota,Urban Cruiser Hyryder,V Hybrid eCVT,Hybrid,eCVT,"Cafe White, Gaming Grey, Enticing Silver, Avenue White, Midnight Black, Sporty Khaki, Dual Tone",Delhi,1700000,Mass
Toyota,Urban Cruiser Hyryder,V Hybrid eCVT AWD,Hybrid,eCVT,"Dual Tone options",Delhi,2019000,Mass
Toyota,Innova Crysta,GX MT Diesel,Diesel,5-speed MT,"Attitude Black, Super White, Silver Metallic, Avant-Garde Bronze",Delhi,1972000,Premium
Toyota,Innova Crysta,VX MT Diesel,Diesel,5-speed MT,"Attitude Black, Super White, Silver Metallic, Avant-Garde Bronze",Delhi,2200000,Premium
Toyota,Innova Crysta,ZX AT Diesel,Diesel,6-speed AT,"Attitude Black, Super White, Silver Metallic, Avant-Garde Bronze",Delhi,2677000,Premium
Toyota,Innova Hycross,GX Petrol,Petrol,CVT,"Attitude Black, Super White, Sparkling Black, Silver Metallic, Avant-Garde Bronze",Delhi,1870000,Premium
Toyota,Innova Hycross,VX Hybrid,Hybrid,eCVT,"Attitude Black, Super White, Sparkling Black, Silver Metallic, Avant-Garde Bronze",Delhi,2500000,Premium
Toyota,Innova Hycross,ZX Hybrid,Hybrid,eCVT,"Attitude Black, Super White, Sparkling Black, Silver Metallic, Avant-Garde Bronze",Delhi,3000000,Premium
Toyota,Innova Hycross,ZX(O) Hybrid,Hybrid,eCVT,"Attitude Black, Super White, Sparkling Black, Silver Metallic, Avant-Garde Bronze",Delhi,3295000,Premium
Toyota,Fortuner,4x2 MT Diesel,Diesel,6-speed MT,"Attitude Black, Super White, Silver Metallic, Phantom Brown, Avant-Garde Bronze",Delhi,3475000,Premium
Toyota,Fortuner,4x2 AT Diesel,Diesel,6-speed AT,"Attitude Black, Super White, Silver Metallic, Phantom Brown, Avant-Garde Bronze",Delhi,3700000,Premium
Toyota,Fortuner,4x4 AT Diesel,Diesel,6-speed AT,"Attitude Black, Super White, Silver Metallic, Phantom Brown, Avant-Garde Bronze",Delhi,4200000,Premium
Toyota,Fortuner,Legender 4x2 AT,Diesel,6-speed AT,"Attitude Black, Super White, Phantom Brown, Dual Tone",Delhi,4600000,Premium
Toyota,Fortuner,Legender 4x4 AT,Diesel,6-speed AT,"Attitude Black, Super White, Dual Tone",Delhi,5046000,Premium
Kia,Sonet,HTE 1.2 Petrol MT,Petrol,5-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue",Delhi,741000,Mass
Kia,Sonet,HTK 1.2 Petrol MT,Petrol,5-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue",Delhi,850000,Mass
Kia,Sonet,HTK+ 1.0T iMT,Petrol Turbo,6-speed iMT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1000000,Mass
Kia,Sonet,HTX 1.5D MT,Diesel,6-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1150000,Mass
Kia,Sonet,HTX+ 1.0T DCT,Petrol Turbo,7-speed DCT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1300000,Mass
Kia,Sonet,GTX+ 1.5D AT,Diesel,6-speed AT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1500000,Mass
Kia,Syros,HTK 1.0T MT,Petrol Turbo,6-speed MT,"Crystal White, Matte Graphite, Sparkling Silver, Intense Red, Imperial Blue, Aurora Black Pearl",Delhi,842000,Mass
Kia,Syros,HTK+ 1.0T iMT,Petrol Turbo,6-speed iMT,"Crystal White, Matte Graphite, Sparkling Silver, Intense Red, Imperial Blue, Aurora Black Pearl",Delhi,980000,Mass
Kia,Syros,HTX 1.5D MT,Diesel,6-speed MT,"Crystal White, Matte Graphite, Sparkling Silver, Intense Red, Imperial Blue, Aurora Black Pearl, Dual Tone",Delhi,1100000,Mass
Kia,Syros,HTX+ 1.0T DCT,Petrol Turbo,7-speed DCT,"Crystal White, Matte Graphite, Sparkling Silver, Intense Red, Imperial Blue, Aurora Black Pearl, Dual Tone",Delhi,1300000,Mass
Kia,Syros,GTX+ 1.5D AT,Diesel,6-speed AT,"Crystal White, Matte Graphite, Sparkling Silver, Intense Red, Imperial Blue, Aurora Black Pearl, Dual Tone",Delhi,1582000,Mass
Kia,Seltos,HTE 1.5 Petrol MT,Petrol,6-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue",Delhi,1100000,Mass
Kia,Seltos,HTK 1.5 Petrol MT,Petrol,6-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue",Delhi,1200000,Mass
Kia,Seltos,HTK+ 1.5 Petrol CVT,Petrol,CVT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue",Delhi,1339000,Mass
Kia,Seltos,HTX 1.5T iMT,Petrol Turbo,6-speed iMT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1389000,Mass
Kia,Seltos,HTX 1.5D MT,Diesel,6-speed MT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1400000,Mass
Kia,Seltos,HTX+ 1.5D AT,Diesel,6-speed AT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1629000,Mass
Kia,Seltos,GTX 1.5T DCT,Petrol Turbo,7-speed DCT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1800000,Mass
Kia,Seltos,GTX+ 1.5D AT,Diesel,6-speed AT,"Intense Red, Aurora Black Pearl, Gravity Grey, Glacier White Pearl, Sparkling Silver, Imperial Blue, Dual Tone",Delhi,1999000,Mass
Kia,Seltos,X-Line 1.5T DCT,Petrol Turbo,7-speed DCT,"Matte Graphite with Orange roof",Delhi,2182000,Premium
Kia,Carens,Premium 1.5 Petrol MT,Petrol,6-speed MT,"Glacier White Pearl, Intense Red, Aurora Black Pearl, Sparkling Silver, Gravity Grey, Imperial Blue",Delhi,1102000,Mass
Kia,Carens,Prestige 1.5 Petrol MT,Petrol,6-speed MT,"Glacier White Pearl, Intense Red, Aurora Black Pearl, Sparkling Silver, Gravity Grey, Imperial Blue",Delhi,1250000,Mass
Kia,Carens,Prestige+ 1.5T DCT,Petrol Turbo,7-speed DCT,"Glacier White Pearl, Intense Red, Aurora Black Pearl, Sparkling Silver, Gravity Grey, Imperial Blue, Dual Tone",Delhi,1450000,Mass
Kia,Carens,Luxury+ 1.5D AT,Diesel,6-speed AT,"Glacier White Pearl, Intense Red, Aurora Black Pearl, Sparkling Silver, Gravity Grey, Imperial Blue, Dual Tone",Delhi,1700000,Mass
Kia,EV6,GT-Line AWD,Electric,Single-speed,"Runway Red, Moonscape Matte, Snow White Pearl, Yacht Blue, Aurora Black Pearl",Delhi,6598000,EV
Skoda,Kylaq,Classic 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Lava Blue",Delhi,759000,Mass
Skoda,Kylaq,Active 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Lava Blue",Delhi,880000,Mass
Skoda,Kylaq,Ambition 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Lava Blue",Delhi,990000,Mass
Skoda,Kylaq,Ambition+ 1.0 TSI AT,Petrol Turbo,6-speed AT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Lava Blue",Delhi,1100000,Mass
Skoda,Kylaq,Style 1.0 TSI AT,Petrol Turbo,6-speed AT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Lava Blue",Delhi,1299000,Mass
Skoda,Slavia,Active 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver",Delhi,1000000,Premium
Skoda,Slavia,Ambition 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver",Delhi,1150000,Premium
Skoda,Slavia,Style 1.0 TSI AT,Petrol Turbo,6-speed AT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver",Delhi,1350000,Premium
Skoda,Slavia,Style 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver",Delhi,1600000,Premium
Skoda,Slavia,Laurin & Klement 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Brilliant Silver, Carbon Steel",Delhi,1819000,Premium
Skoda,Kushaq,Active 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver, Honey Orange",Delhi,1069000,Mass
Skoda,Kushaq,Ambition 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver, Honey Orange",Delhi,1200000,Mass
Skoda,Kushaq,Style 1.0 TSI AT,Petrol Turbo,6-speed AT,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver, Honey Orange",Delhi,1450000,Mass
